"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","Q6_First.Click","Q6_Last.Click","Q6_Page.Submit","Q6_Click.Count","Q1_1"
"11",11,"2022-02-02 18:30:54","2022-02-02 18:31:11","0","139.184.223.217","100","17","1","2022-02-02 18:31:12","R_aaWPkgf3nNQp1At","","","9E8CFKXGPFBJIEBKGUEF","","50.8612060546875","-0.1194000244140625","email","EN","1","0","0","0.131","0","81"
"12",12,"2022-02-03 11:46:43","2022-02-03 11:47:57","0","37.60.109.183","100","74","1","2022-02-03 11:47:57","R_3s67yIDWpoysgNh","","","BTW8QZEWLE1SE8MYIUZ5","","51.52130126953125","-0.2714996337890625","email","EN","2","0.801","50.809","55.4","12","56"
"13",13,"2022-02-03 17:13:24","2022-02-03 17:13:58","0","31.205.226.15","100","33","1","2022-02-03 17:13:59","R_2YeLHhccrFVLSut","","","3LB0MSXCWC0K1P1LF6PF","","50.8428955078125","-0.1157989501953125","email","EN","2","0.428","13.11","14.341","4","77"
"14",14,"2022-02-04 13:50:41","2022-02-04 14:02:44","0","82.27.90.83","100","723","1","2022-02-04 14:02:44","R_1QixshXmuKQO2pg","","","3NUCMCBJ17F2JE9USHZ2","","50.8612060546875","-0.1194000244140625","email","EN","1","0","0","620.121","0","92"
"15",15,"2022-02-05 13:51:19","2022-02-05 13:51:40","0","167.98.155.212","100","21","1","2022-02-05 13:51:41","R_ZkQTiKnALQZZrEJ","","","LDTEY452Y2DDXW0RHAI2","","51.502593994140625","-0.0659942626953125","email","EN","1","0","0","1.444","0","39"
"16",16,"2022-02-05 17:05:10","2022-02-06 16:38:04","0","139.184.223.173","100","84774","1","2022-02-06 16:38:05","R_1IhJDHdyT0j7Aln","","","YF81WHOFK1XPJQQH22RA","","50.8612060546875","-0.1194000244140625","email","EN","2","829.484","2127.129","4198.578","5","69"
"17",17,"2022-02-08 09:42:43","2022-02-08 09:43:07","0","81.111.70.239","100","24","1","2022-02-08 09:43:08","R_1jE6uKmAS7Uxobx","","","6OBGT0GFK0AH65S4J42R","","51.65240478515625","-0.27520751953125","email","EN","1","0.857","0.857","1.249","1","98"
"18",18,"2022-02-08 10:37:39","2022-02-08 10:50:50","0","139.184.223.168","100","790","1","2022-02-08 10:50:50","R_wSPRgAhiSHPRU3L","","","0UTDLD0A4WLGFIHHV3R8","","50.8612060546875","-0.1194000244140625","email","EN","1","0","0","777.504","0","94"
"19",19,"2022-02-09 09:30:31","2022-02-09 09:52:07","0","81.97.236.153","100","1296","1","2022-02-09 09:52:07","R_3m1qOaagMbFl8mm","","","2U69F3213VGT2LMG2NR6","","50.8612060546875","-0.1194000244140625","email","EN","2","0","0","1063.379","0","71"
"20",20,"2022-02-11 22:36:20","2022-02-11 22:48:44","0","5.64.90.128","100","744","1","2022-02-11 22:48:44","R_1oe5ZYFH2f68KRY","","","3A04BC5OX62CXQ8XRYQE","","50.834503173828125","-0.186004638671875","email","EN","1","470.951","725.037","727.319","2","45"
"21",21,"2022-02-11 22:55:56","2022-02-11 23:10:07","0","81.158.204.23","100","850","1","2022-02-11 23:10:08","R_3EiL1r6OnliztUM","","","2W5FU749FV6WT8778NJ7","","50.9972991943359375","-0.1053009033203125","email","EN","1","0","0","798.079","0","60"
"22",22,"2022-02-14 09:19:57","2022-02-14 09:20:15","0","188.220.107.18","100","17","1","2022-02-14 09:20:16","R_28Cc2h8jnRc83z0","","","RIJBT2XA2Q2NTFUXWO0Q","","51.3488006591796875","-0.0321044921875","email","EN","1","0.897","5.443","6.434","3","64"
"23",23,"2022-02-14 11:24:11","2022-02-14 11:36:13","0","82.11.133.252","100","722","1","2022-02-14 11:36:13","R_1gpaEd9K8vXOdsw","","","6V6T11X91HKR8836IM37","","50.800994873046875","-0.4380950927734375","email","EN","1","713.583","713.583","715.324","1","83"
"24",24,"2022-02-15 08:55:58","2022-02-15 08:56:17","0","37.60.109.183","100","18","1","2022-02-15 08:56:17","R_PHEBlc53X2n8sIF","","","L3XIMKV8H8P3J8L0IKXF","","50.8612060546875","-0.1194000244140625","email","EN","1","0.211","8.894","10.562","4","79"
"25",25,"2022-02-15 15:18:22","2022-02-15 15:30:27","0","191.101.209.46","100","725","1","2022-02-15 15:30:27","R_2rpW1y4asvyjcZW","","","Q8UXQFZAMPOCORMGOM35","","51.5095062255859375","-0.0955047607421875","email","EN","1","0.501","681.068","714.662","2","62"
"26",26,"2022-02-16 08:50:42","2022-02-16 11:34:02","0","82.7.28.121","100","9800","1","2022-02-16 11:34:03","R_2dWubkJZVbhxI8u","","","H0EJJ060230FGGO3IRHP","","50.8612060546875","-0.1194000244140625","email","EN","2","0","0","671.123","0","35"
"27",27,"2022-02-17 13:43:08","2022-02-17 13:55:11","0","37.60.109.183","100","723","1","2022-02-17 13:55:11","R_33d0rDa1FbZ3fcJ","","","Z7SLWNSPUUNQWBGSKCJ9","","50.8612060546875","-0.1194000244140625","email","EN","1","0.402","0.402","714.133","1","90"
"28",28,"2022-02-20 10:25:29","2022-02-20 10:25:42","0","152.78.1.74","100","13","1","2022-02-20 10:25:44","R_pgaIpT6KzE808W5","","","PEDFJL9W1HH5HJ11MCVI","","50.932098388671875","-1.3892059326171875","email","EN","2","0","0","0.961","0","70"
"29",29,"2022-02-20 11:16:01","2022-02-20 11:16:14","0","37.60.109.183","100","12","1","2022-02-20 11:16:16","R_ToYjCCrzXfL13Wh","","","2JRT3RPVGGDCNA2YC9ZX","","50.8612060546875","-0.1194000244140625","email","EN","1","0.622","0.622","1.156","1","68"
"30",30,"2022-02-21 00:03:27","2022-02-21 00:11:58","0","2.30.33.76","100","510","1","2022-02-21 00:12:00","R_cGCdc2w0VSTFjDb","","","GT686NVIEH6LL5L6LGWD","","50.834503173828125","-0.186004638671875","email","EN","2","487.995","487.995","493.749","1","70"
"31",31,"2022-02-21 10:30:25","2022-02-21 11:19:45","0","139.184.223.130","100","2959","1","2022-02-21 11:19:45","R_1g10tozSBMirhHq","","","VPP7IQ0Z6XKFXMWQUW30","","50.8612060546875","-0.1194000244140625","email","EN","1","0","0","1326.451","0","38"
