"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","Q6_First.Click","Q6_Last.Click","Q6_Page.Submit","Q6_Click.Count","Q1_1"
"11",11,"2022-01-31 08:02:53","2022-02-01 15:34:27","0","151.226.171.209","100","113494","1","2022-02-01 15:34:27","R_3D0TYc3DMjgiCqG","","","NFAXCYJMIJ2KJTKI3DXV","","50.7891998291015625","0.0823974609375","email","EN","2","1233.775","1233.775","1235.024","1","60"
"12",12,"2022-02-02 07:31:18","2022-02-02 07:31:43","0","31.205.226.15","100","25","1","2022-02-02 07:31:44","R_2YhW45sCAT6HvqO","","","3LB0MSXCWC0K1P1LF6PF","","50.8428955078125","-0.1157989501953125","email","EN","2","0.768","12.434","14.708","3","63"
"13",13,"2022-02-02 09:27:09","2022-02-02 09:27:35","0","37.60.109.183","100","26","1","2022-02-02 09:27:36","R_1g59UgRibNhIF3h","","","BTW8QZEWLE1SE8MYIUZ5","","51.52130126953125","-0.2714996337890625","email","EN","1","2.518","2.518","4.574","1","60"
"14",14,"2022-02-03 13:19:13","2022-02-03 13:30:52","0","82.27.90.83","100","699","1","2022-02-03 13:30:53","R_PTFEYTa3sMec49P","","","3NUCMCBJ17F2JE9USHZ2","","50.8612060546875","-0.1194000244140625","email","EN","2","53.23","53.23","659.448","1","82"
"15",15,"2022-02-03 20:38:14","2022-02-03 20:47:09","0","139.184.223.173","100","534","1","2022-02-03 20:47:10","R_SPCMzDa2WRA6fpT","","","YF81WHOFK1XPJQQH22RA","","50.8612060546875","-0.1194000244140625","email","EN","1","0","0","526.376","0","63"
"16",16,"2022-02-04 13:36:13","2022-02-04 13:38:21","0","31.220.216.31","100","128","1","2022-02-04 13:38:22","R_3FXxqjUDubFHq4k","","","LDTEY452Y2DDXW0RHAI2","","51.3065032958984375","1.0366058349609375","email","EN","1","0","0","113.429","0","35"
"17",17,"2022-02-07 11:33:54","2022-02-07 11:46:27","0","104.28.89.84","100","752","1","2022-02-07 11:46:27","R_2XciEzXNXvbej4S","","","0UTDLD0A4WLGFIHHV3R8","","51.5095062255859375","-0.0955047607421875","email","EN","1","0.914","0.914","717.002","1","91"
"18",18,"2022-02-07 12:35:38","2022-02-07 12:36:02","0","81.111.70.239","100","23","1","2022-02-07 12:36:02","R_2xWu5sqqqXvm67G","","","6OBGT0GFK0AH65S4J42R","","51.6551971435546875","-0.3878936767578125","email","EN","1","1.902","4.098","4.581","4","71"
"19",19,"2022-02-07 19:43:37","2022-02-07 19:55:48","0","81.97.236.153","100","731","1","2022-02-07 19:55:48","R_2Se7sxSKKohYIcR","","","2U69F3213VGT2LMG2NR6","","50.8612060546875","-0.1194000244140625","email","EN","2","0","0","721.884","0","62"
"20",20,"2022-02-09 14:17:14","2022-02-09 14:35:25","0","5.64.90.128","100","1090","1","2022-02-09 14:35:26","R_1pDp2z08mtOnEap","","","3A04BC5OX62CXQ8XRYQE","","50.834503173828125","-0.186004638671875","email","EN","1","0","0","1074.505","0","50"
"21",21,"2022-02-10 09:13:51","2022-02-10 09:29:33","0","81.146.52.69","100","941","1","2022-02-10 09:29:34","R_2AGy1ISfn0f9EVU","","","2W5FU749FV6WT8778NJ7","","50.9972991943359375","-0.1053009033203125","email","EN","1","0","0","925.526","0","70"
"22",22,"2022-02-13 09:19:13","2022-02-13 09:19:37","0","188.220.107.18","100","24","1","2022-02-13 09:19:37","R_2zdSNxABHASBlti","","","RIJBT2XA2Q2NTFUXWO0Q","","51.3488006591796875","-0.0321044921875","email","EN","1","1.402","8.63","9.538","3","62"
"23",23,"2022-02-13 20:45:50","2022-02-13 20:46:16","0","92.40.196.174","100","25","1","2022-02-13 20:46:16","R_30uBDL8CgSApdaS","","","L3XIMKV8H8P3J8L0IKXF","","51.49639892578125","-0.122406005859375","email","EN","1","2.74","7.961","8.624","8","74"
"24",24,"2022-02-13 20:52:54","2022-02-13 21:05:05","0","82.11.133.252","100","730","1","2022-02-13 21:05:06","R_3LhBKmmTSRs2Ewl","","","6V6T11X91HKR8836IM37","","50.800994873046875","-0.4380950927734375","email","EN","1","725.334","726.527","727.055","2","67"
"25",25,"2022-02-14 10:53:46","2022-02-14 11:06:05","0","31.205.9.14","100","738","1","2022-02-14 11:06:05","R_XLYfYDVYTQDHbc5","","","Q8UXQFZAMPOCORMGOM35","","50.8428955078125","-0.1157989501953125","email","EN","1","0","0","728.38","0","43"
"26",26,"2022-02-15 17:23:25","2022-02-15 17:39:24","0","213.205.242.241","100","959","1","2022-02-15 17:39:24","R_24HnXrjp7dQu0NP","","","Z7SLWNSPUUNQWBGSKCJ9","","52.4662933349609375","-1.854400634765625","email","EN","1","0.601","0.601","948.484","1","72"
"27",27,"2022-02-15 19:11:16","2022-02-15 19:20:18","0","82.7.28.121","100","542","1","2022-02-15 19:20:20","R_21hB9unkbkQGxwG","","","H0EJJ060230FGGO3IRHP","","50.8612060546875","-0.1194000244140625","email","EN","2","2.118","428.399","527.428","4","31"
"28",28,"2022-02-18 16:18:03","2022-02-18 16:23:42","0","2.30.33.76","100","339","1","2022-02-18 16:23:43","R_2V1L9fwKwOEchxd","","","GT686NVIEH6LL5L6LGWD","","50.834503173828125","-0.186004638671875","email","EN","1","7.733","7.733","328.679","1","90"
"29",29,"2022-02-19 09:46:40","2022-02-19 09:46:50","0","152.78.1.76","100","10","1","2022-02-19 09:46:50","R_PHcUV5EeNnSIo2R","","","PEDFJL9W1HH5HJ11MCVI","","50.932098388671875","-1.3892059326171875","email","EN","1","0","0","0.95","0","61"
"30",30,"2022-02-19 22:37:38","2022-02-19 22:37:54","0","37.60.109.183","100","15","1","2022-02-19 22:37:54","R_wY1yWKmxDoaaXcd","","","2JRT3RPVGGDCNA2YC9ZX","","50.8612060546875","-0.1194000244140625","email","EN","2","0","0","2.683","0","62"
"31",31,"2022-02-19 23:35:44","2022-02-20 00:06:13","0","139.184.223.240","100","1828","1","2022-02-20 00:06:14","R_29rZJkUhvQ4pcog","","","VPP7IQ0Z6XKFXMWQUW30","","50.8612060546875","-0.1194000244140625","email","EN","1","0","0","791.793","0","39"
"32",32,"2022-02-20 21:52:18","2022-02-20 22:05:16","0","139.184.223.240","100","777","1","2022-02-20 22:05:17","R_3fJFNQ9WXbkefFn","","","VPP7IQ0Z6XKFXMWQUW30","","50.8612060546875","-0.1194000244140625","anonymous","EN","1","0","0","759.7","0","56"
"33",33,"2022-02-22 11:48:46","2022-02-22 13:51:36","0","139.184.223.127","100","7369","1","2022-02-22 13:51:36","R_1mrUKg5etu0Zkal","","","HQRGY81L9RTMD9WFQUG5","","50.8612060546875","-0.1194000244140625","email","EN","1","0","0","727.893","0","72"
"34",34,"2022-02-23 08:00:01","2022-02-23 08:00:16","0","37.60.109.184","100","15","1","2022-02-23 08:00:17","R_3iQh2pQVOO6kWls","","","JO4YFOU022DUP6U5V76F","","51.2476043701171875","-0.7671966552734375","email","EN","1","0","0","1.344","0","29"
"35",35,"2022-02-23 12:33:09","2022-02-23 12:33:24","0","139.184.223.153","100","15","1","2022-02-23 12:33:25","R_2bPp6A84MQFrWg5","","","YXRSVZL97GYGYHYDR7G7","","50.8612060546875","-0.1194000244140625","email","EN","1","0","0","1.29","0","79"
